name,price,spec_score,votes,user_rating,os,utility,thickness,weight,warranty,screen_size,resolution,ppi,battery,screen_feature1,screen_feature2,processor_name,processor_speed,no_cores,caches,graphics_card,rom_memory,internal_memory,port_connection,wireless_connection,usb_ports,hardware_features
MSI Thin GF63 11UCX-1491IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 512GB SSD/ Win11 Home/ 4GB Graph),"₹61,990",71,116 votes • 3 reviews,4.6,OS: Windows 11,Utility: Performance,Thickness: 21.7 mmThick,1.86 kgHeavy,2 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"52.4 Wh, 3 Cell BatteryGood",Anti Glare,,11th Gen Intel Core i5 11260H,6 x 2.1 GHz (Turbo Speed upto 4.4 GHz) Cores,"Hexa Core, 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce RTX 2050  GraphicsLargest",16 GB DDR4 RAMAverage,"1 TB HARD Disk, 512 GB SSDSmall","Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.2","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Lenovo IdeaPad Slim 5 16IRL8 82XF003GIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹70,190",55,296 votes • 16 reviews,4.3,OS: Windows 11,Utility: Performance,Thickness: 16.9 mmSlim,1.89 kgHeavy,1 Year Warranty,16 inchesLarge,1920 x 1200 pixelsGood,~ 142 PPIAverage,56.6 Wh BatteryGood,Anti Glare,,13th Gen Intel Core i5 13500H,4 x (Turbo Speed upto 4.7 GHz) Performance Cores8 x (Turbo Speed upto 3.5 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18 MB Cache,Intel Integrated Iris Xe Graphics,16 GB LPDDR5 RAMAverage,512 GB SSD,HDMI,"WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
MSI Stealth 16 Mercedes AMG A13VG-264IN Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win11/ 8GB Graph),"₹2,79,990",95,86 votes ,4.5,OS: Windows 11,Utility: Performance,Thickness: 19.95 mmAverage,1.88 kgAverage,2 Year Warranty,16 inchesAverage,3840 x 2400 pixelsBest,~ 283 PPIHigh,"99.9 Wh, 4 Cell BatteryGood",Anti Glare,16:10 Aspect Ratio,13th Gen Intel Core i9 13900H,6 x 2.6 GHz (Turbo Speed upto 5.4 GHz) Performance Cores8 x 1.9 GHz (Turbo Speed upto 4.1 GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24 MB Cache,"8 GB, NVIDIA GeForce RTX 4070 GraphicsAverage",32 GB DDR5 RAMAverage,2 TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.3","1 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Acer Aspire 3 Spin 14 NX.KENSI.002 Laptop (Intel Core i3 N305/ 8GB/ 512GB SSD/ Win11 Home),"₹39,990",41,64 votes • 1 reviews,4.8,OS: Windows 11,Utility: Performance,1 Year Warranty,,,14 inchesSmall,1920 x 1200 pixelsGood,~ 157 PPIHigh,"40 Wh, 3 Cell BatteryGood",Anti Glare,16:10 Aspect Ratio,Intel Core i3 N305,8 x (Turbo Speed upto 3.8 GHz) Cores,"Octa Core, 8 Threads",6 MB Cache,Intel UHD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,HDMI,"WiFi, Bluetooth v5.2","2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
MSI Thin GF63 11UCX-1492IN Gaming Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),"₹56,990",69,82 votes • 2 reviews,4.7,OS: Windows 11,Utility: Performance,Thickness: 21.7 mmThick,1.86 kgHeavy,2 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"52.4 Wh, 3 Cell BatteryGood",Anti Glare,,11th Gen Intel Core i5 11260H,6 x 2.1 GHz (Turbo Speed upto 4.4 GHz) Cores,"Hexa Core, 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce RTX 2050  GraphicsLargest",16 GB DDR4 RAMAverage,"1 TB HARD Disk, 256 GB SSDAverage","Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.2","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
MSI Stealth 16 Mercedes AMG A13VF-265IN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),"₹2,19,990",90,87 votes ,4.6,OS: Windows 11,Utility: Performance,Thickness: 19.95 mmThick,1.88 kgAverage,2 Year Warranty,16 inchesAverage,3840 x 2400 pixelsBest,~ 283 PPIHigh,"99.9 Wh, 4 Cell BatteryGood",Anti Glare,16:10 Aspect Ratio,13th Gen Intel Core i9 13900H,6 x 2.6 GHz (Turbo Speed upto 5.4 GHz) Performance Cores8 x 1.9 GHz (Turbo Speed upto 4.1 GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24 MB Cache,"8 GB, NVIDIA GeForce RTX 4060 GraphicsAverage",32 GB DDR5 RAMLargest,1 TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.3","1 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Lenovo IdeaPad 3 15ITL6 82H803GSIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹36,490",56,68 votes ,4.0,OS: Windows 11,Utility: Performance,Thickness: 19.9 mmAverage,1.65 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,45 Wh BatteryGood,Anti Glare,16:9 Aspect Ratio,11th Gen Intel Core i3 1115G4,2 x 3 GHz (Turbo Speed upto 4.1 GHz) Cores,"Dual Core, 4 Threads",6 MB Cache,Intel Integrated UHD Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.0","2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
Infinix INBook X3 Slim Series XL422 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),"₹43,990",52,147 votes • 11 reviews,4.3,OS: Windows 11,Utility: Performance,Thickness: 14.8 mmSlim,1.24 kgLightest,1 Year Warranty,14 inchesSmallest,1920 x 1080 pixelsAverage,~ 157 PPIHigh,"50 Wh, 3 Cell BatteryGood",16:9 Aspect Ratio,,12th Gen Intel Core i7 1255U,2 x 1.7 GHz (Turbo Speed upto 4.7 GHz) Performance Cores8 x 1.2 GHz (Turbo Speed upto 3.5 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Integrated Iris Xe Graphics,16 GB LPDDR4X RAMLargest,512 GB SSD,HDMI,"WiFi, Bluetooth v5.1",2 x USB Type-C,"Backlit Keyboard, Inbuilt Microphone"
Lenovo IdeaPad Slim 5 82XD003NIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹67,190",56,206 votes • 12 reviews,4.3,OS: Windows 11,Utility: Performance,Thickness: 19.9 mmAverage,1.63 kgLight,2 Year Warranty,14 inchesSmall,1920 x 1200 pixelsGood,~ 142 PPIAverage,"56.6 Wh, 3 Cell BatteryGood",Anti Glare,,13th Gen Intel Core i5 13420H,4 x (Turbo Speed upto 4.6 GHz) Performance Cores4 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,Integrated Intel Iris Xe Graphics Graphics,16 GB  LPDDR5 RAMAverage,512 GB SSD,HDMI,"WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Infinix INBook X3 Slim XL422 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),"₹36,990",51,928 votes • 21 reviews,4.2,OS: Windows 11,"Utility: Performance, Everyday Use",Thickness: 14.8 mmSlim,1.24 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1080 pixelsAverage,~ 157 PPIHigh,"50 Wh, 3 Cell BatteryGood",,,12th Gen Intel Core i5 1235U,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Integrated Iris Xe Graphics,16 GB LPDDR4X RAMLargest,512 GB SSD,HDMI,"WiFi, Bluetooth v5.1",2 x USB Type-C,"Backlit Keyboard, Inbuilt Microphone"
Infinix INBook X3 Slim XL422 2023 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),"₹29,990",44,"1,151 votes • 15 reviews",4.2,OS: Windows 11,"Utility: Performance, Everyday Use",Thickness: 211.1 mmThick,1.24 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1080 pixelsAverage,~ 157 PPIHigh,"50 Wh, 3 Cell BatteryGood",16:9 Aspect Ratio,,12th Gen Intel Core i3 1215U,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10 MB Cache,Intel Integrated Iris Xe Graphics,8 GB LPDDR4X RAMAverage,512 GB SSD,HDMI,"WiFi, Bluetooth v5.1",2 x USB Type-C,"Backlit Keyboard, Inbuilt Microphone"
Dell Inspiron 3530 2023 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home),"₹51,000",52,156 votes • 6 reviews,4.2,OS: Windows 11,"Utility: Everyday Use, Business, Performance",Thickness: 21 mmThick,1.65 kgLight,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"41 Wh, 3 Cell BatteryGood",,,13th Gen Intel Core i3 1305U,1 x (Turbo Speed upto 4.5 GHz) Performance Cores4 x (Turbo Speed upto 3.5 GHz) Efficient Cores,"5 Cores (1P + 4E), 6 Threads",10 MB Cache,Intel Integrated UHD Graphics,8 GB DDR4 RAMAverage,1 TB SSD,HDMI,"WiFi, Bluetooth v5.2","1 x USB 2.0, 2 x USB 3.0",Inbuilt Microphone
Dell Inspiron 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹36,700",54,96 votes ,4.5,OS: Windows 11,"Utility: Everyday Use, Business, Performance",Thickness: 18.7 mmSlim,1.65 kgAverage,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"41 Wh, 3 Cell BatteryGood",Anti Glare,16:9 Aspect Ratio,11th Gen Intel Core i3 1115G4,2 x 3 GHz (Turbo Speed upto 4.1 GHz) Cores,"Dual Core, 4 Threads",6 MB Cache,Intel UHD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.1","1 x USB 2.0, 2 x USB 3.0",Inbuilt Microphone
Lenovo IdeaPad Slim 5i 82XD0040IN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹85,190",56,149 votes • 6 reviews,4.2,OS: Windows 11,Utility: Performance,Thickness: 16.9 mmSlim,1.46 kgLight,1 Year Warranty,14 inchesAverage,1920 x 1200 pixelsGood,~ 162 PPIHigh,56.6 Wh BatteryGood,,,13th Gen Intel Core i7 13620H,6 x (Turbo Speed upto 4.9 GHz) Performance Cores4 x (Turbo Speed upto 3.6 GHz) Efficient Cores,"10 Cores (6P + 4E), 16 Threads",24 MB Cache,Intel Integrated UHD Graphics,16 GB LPDDR5 RAMAverage,512 GB SSD,HDMI,"WiFi, Bluetooth v5.1","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Lenovo IdeaPad Slim 5 16IRL8 82XF003JIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹84,190",59,141 votes • 2 reviews,4.2,OS: Windows 11,Utility: Performance,Thickness: 19.9 mmAverage,1.63 kgAverage,1 Year Warranty,16 inchesLarge,1920 x 1080 pixelsAverage,~ 142 PPIAverage,"56.6 Wh, 3 Cell BatteryGood",Anti Glare,16:9 Aspect Ratio,13th Gen Intel Core i7 13700H,6 x (Turbo Speed upto 5 GHz) Performance Cores8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24 MB Cache,Integrated Intel Iris Xe Graphics Graphics,16 GB  LPDDR5 RAMAverage,512 GB SSD,HDMI,"WiFi, Bluetooth v5.2","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Lenovo V15 82KB00RJIH Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹48,990",61,122 votes ,4.4,OS: Windows 11,"Utility: Everyday Use, Gaming, Business, Performance",Thickness: 19.9 mmAverage,1.7 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,2 Cell Battery,Anti Glare,,11th Gen Intel Core i5 1135G7,4 x 2.4 GHz (Turbo Speed upto 4.2 GHz) Cores,"Quad Core, 8 Threads",8 MB Cache,Intel Integrated Iris Xe Graphics,16 GB DDR4 RAMLarge,512 GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.0","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",1 MP Camera
Dell Vostro 3430 Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹39,490",52,109 votes ,4.7,OS: Windows 11,Utility: Everyday Use,1.46 kgLight,1 Year Warranty,,14 inchesSmall,1920 x 1080 pixelsAverage,~ 112 PPILow,"41 Wh, 3 Cell BatteryGood",16:9 Aspect Ratio,,13th Gen Intel Core i3 1305U,1 x (Turbo Speed upto 4.5 GHz) Performance Cores4 x (Turbo Speed upto 3.5 GHz) Efficient Cores,"5 Cores (1P + 4E), 6 Threads",Smart Cache Cache,Intel UHD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Dell Inspiron 7430 2023 2 in 1 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),"₹69,990",56,109 votes ,4.8,OS: Windows 11,Utility: Everyday Use,1 Year Warranty,,,14 inchesAverage,1920 x 1200 pixelsGood,~ 162 PPIHigh,"54 Wh, 4 Cell BatteryGood",Touch Screen,Anti Glare,13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,8 GB LPDDR5 RAMSmallest,1 TB SSD,"HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.2","1 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Dell Inspiron 13 5330 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹1,06,499",62,80 votes ,4.7,OS: Windows 11,"Utility: Everyday Use, Business, Performance",1 Year Warranty,,,13.3 inchesSmall,2560 x 1600 pixelsGood,~ 227 PPIHigh,4 Cell Battery,Anti Glare,16:10 Aspect Ratio,13th Gen Intel Core i7 1360P,4 x 2.2 GHz (Turbo Speed upto 5 GHz) Performance Cores8 x 1.6 GHz (Turbo Speed upto 3.7 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18 MB Cache,Intel Iris Xe Graphics Graphics,16 GB LPDDR5  RAMLargest,1 TB SSD,"HDMI, Thunderbolt","WiFi, Bluetooth v5.2","1 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Dell Inspiron 3535 2023 Laptop (AMD Ryzen R5-7520U/ 8GB/ 1TB SSD/ Win11),"₹45,490",52,118 votes ,4.4,OS: Windows 11,"Utility: Everyday Use, Performance",1.63 kgLight,1 Year Warranty,,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 147 PPIHigh,"41 Wh, 3 Cell BatteryGood",Anti Glare,16:9 Aspect Ratio,7th Gen Amd Ryzen 5 7520U,4 x 2.8 GHz (Turbo Speed upto 4.3 GHz) Cores,"Quad Core, 8 Threads",4 MB Cache,AMD Radeon Graphics Graphics,8 GB LPDDR5 RAMAverage,1 TB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
Dell Inspiron 5330 2023 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),"₹87,490",60,71 votes ,4.0,OS: Windows 11,"Utility: Everyday Use, Business, Performance",1 Year Warranty,,,13.3 inchesSmall,2560 x 1600 pixelsGood,~ 227 PPIHigh,"54 Wh, 4 Cell BatteryGood",Anti Glare,16:10 Aspect Ratio,13th Gen Intel Core i5 1340P,4 x 1.9 GHz (Turbo Speed upto 4.6 GHz) Performance Cores8 x 1.4 GHz (Turbo Speed upto 3.4 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,16 GB LPDDR5  RAMAverage,1 TB SSD,"HDMI, Thunderbolt","WiFi, Bluetooth v5.2","1 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Dell Inspiron 7430 2 in 1 Touch Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),"₹82,990",59,100 votes ,4.2,OS: Windows 11,Utility: Everyday Use,1 Year Warranty,,,14 inchesAverage,1920 x 1200 pixelsGood,~ 162 PPIHigh,"54 Wh, 4 Cell BatteryGood",Touch Screen,Anti Glare,13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,16 GB LPDDR5 RAMAverage,1 TB SSD,"HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.2","1 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Dell Vostro 3430 VN3430RHXFG001ORB1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),"₹57,990",59,93 votes ,4.3,OS: Windows 11,Utility: Everyday Use,Thickness: 18.48 mmAverage,1.44 kgLight,1 Year Warranty,14 inchesSmall,1920 x 1080 pixelsAverage,~ 112 PPILowest,"41 Wh, 3 Cell BatteryGood",16:9 Aspect Ratio,,13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","1 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
