name,price,spec_score,votes,user_rating,os,utility,thickness,weight,warranty,screen_size,resolution,ppi,battery,screen_feature1,screen_feature2,processor_name,processor_speed,no_cores,caches,graphics_card,rom_memory,internal_memory,port_connection,wireless_connection,usb_ports,hardware_features
Asus Vivobook 16X 2023 K3605ZU-MB741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹86,990",72,115 votes • 1 reviews,4.1,OS: Windows 11,Utility: Gaming,Thickness: 20 mmThick,1.8 kgAverage,1 Year Warranty,16 inchesLarge,1920 x 1200 pixelsGood,~ 283 PPIHigh,"63 Wh, 3 Cell BatteryGood",Anti Glare,16:10 Aspect Ratio,12th Gen Intel Core i7 12650H,6 x 2.3 GHz (Turbo Speed upto 4.7 GHz) Performance Cores4 x 1.7 GHz (Turbo Speed upto 3.5 GHz) Efficient Cores,"10 Cores (6P + 4E), 16 Threads",24 MB Cache,"6 GB, NVIDIA Geforce RTX 4050 GraphicsLarge",16 GB DDR4 RAMAverage,512 GB SSD,"HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Asus TUF Gaming F15 2022 FX507ZC4-HN116W Gaming Laptop (12th Gen Core i5/ 16GB/512GB SSD/ Win11 / 4GB Graph),"₹72,990",71,431 votes • 18 reviews,4.5,OS: Windows 11,Utility: Performance,Thickness: 24.9 mmThick,2.2 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"90 Wh, 4 Cell BatteryGood",Anti Glare,,12th Gen Intel Core i5 12500H,4 x 2.5 GHz (Turbo Speed upto 4.5 GHz) Performance Cores8 x 1.8 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18 MB Cache,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.2","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Dell Latitude 3420 GD723YX17 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Ubuntu),"₹36,280",55,74 votes • 2 reviews,3.8,OS: Ubuntu,Utility: Everyday Use,Thickness: 17.6 mmSlim,1.6 kgLight,1 Year Warranty,14 inchesSmall,1366 x 768 pixelsPoor,~ 112 PPILow,3 Cell Battery,16:9 Aspect Ratio,,11th Gen Intel Core i5 1135G7,4 x 2.4 GHz (Turbo Speed upto 4.2 GHz) Cores,"Quad Core, 8 Threads",8 MB Cache,Intel UHD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.1","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
Dell Inspiron 5630 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹72,990",66,81 votes ,4.2,OS: Windows 11,"Utility: Everyday Use, Business, Performance",Thickness: 18.2 mmAverage,1.85 kgAverage,1 Year Warranty,16 inchesLarge,2560 x 1600 pixelsGood,~ 141 PPIAverage,"54 Wh, 4 Cell BatteryGood",Anti Glare,16:10 Aspect Ratio,13th Gen Intel Core i5 1340P,4 x 1.9 GHz (Turbo Speed upto 4.6 GHz) Performance Cores8 x 1.4 GHz (Turbo Speed upto 3.4 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,16 GB LPDDR5  RAMAverage,512 GB SSD,"HDMI, Display Port, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.2","2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Acer Aspire 3 A315-59 NX.K6TSI.00C Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹31,990",53,115 votes • 3 reviews,4.3,OS: Windows 11,Utility: Performance,Thickness: 19.8 mmAverage,1.78 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"45 Wh, 3 Cell BatteryGood",Anti Glare,,12th Gen Intel Core i3 1215U,2 x 1.2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Hexa Core (2P + 4E), 8 Threads",10 MB Cache,Intel Iris Xe Graphics  Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth","1 x USB 2.0, 2 x USB 3.0",Inbuilt Microphone
HP Victus 15-fb0137AX Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹64,990",63,410 votes • 5 reviews,4.5,OS: Windows 11,Utility: Performance,2.37 kgHeavy,1 Year Warranty,,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,4 Cell Battery,Anti Glare,,5th Gen AMD Ryzen 7 5800H,8 x 3.2 GHz (Turbo Speed upto 4.4 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Acer Aspire 7 A715-76G NH.QMFSI.004 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹57,990",64,"1,295 votes • 25 reviews",4.2,OS: Windows 11,Utility: Performance,2.1 kgHeavy,1 Year Warranty,,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"50 Wh, 3 Cell BatteryGood",Anti Glare,,12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce GTX 3050 GraphicsLargest",16 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.1","3 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
HP Pavilion 15-eg3081TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹70,490",62,68 votes ,4.6,OS: Windows 11,Utility: Performance,Thickness: 17.9 mmSlim,1.75 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"41 Wh, 3 Cell BatteryGood",Anti Glare,,13th Gen Intel Core i5 1340P,4 x 1.9 GHz (Turbo Speed upto 4.6 GHz) Performance Cores8 x 1.4 GHz (Turbo Speed upto 3.4 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",12 MB Cache,Intel Integrated Integrated Graphics,16 GB DDR4 RAMAverage,512 GB SSD,HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Asus Vivobook 14X OLED 2023 K3405VCB-KM542WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/4 GB Graphics),"₹89,900",64,111 votes ,4.6,OS: Windows 11,Utility: Performance,Thickness: 18.9 mmAverage,1.4 kgLight,1 Year Warranty,14 inchesAverage,2880 x 1800 pixelsGood,~ 243 PPIHigh,"63 Wh, 3 Cell BatteryGood",Anti Glare,16:10 Aspect Ratio,13th Gen Intel Core i5 13500H,4 x (Turbo Speed upto 4.7 GHz) Performance Cores8 x (Turbo Speed upto 3.5 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18 MB Cache,"4 GB, NVIDIA Geforce RTX 3050 GraphicsAverage",16 GB DDR4 RAMAverage,512 GB SSD,HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
HP Victus 15-fb0122AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹52,999",63,73 votes ,4.1,OS: Windows 11,Utility: Gaming,Thickness: 23 mmThick,2.37 kgHeavy,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 137 PPILow,"52.5 Wh, 3 Cell BatteryGood",Anti Glare,16:9 Aspect Ratio,5th Gen AMD Ryzen 5  5600H ,6 x 3.3 GHz (Turbo Speed upto 4.2 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,"4 GB, NVIDIA GeForce GTX 1650 GraphicsLargest",8 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Asus Vivobook Pro 16 OLED 2023 K6602VU-LZ952WS Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,49,990",83,98 votes • 9 reviews,4.4,OS: Windows 11,Utility: Everyday Use,Thickness: 19.9 mmAverage,1.9 kgAverage,1 Year Warranty,16 inchesAverage,3200 x 2000 pixelsGood,~ 236 PPIHigh,"96 Wh, 6 Cell BatteryGood",Anti Glare,16:10 Aspect Ratio,13th Gen Intel Core i9 13900H,6 x 2.6 GHz (Turbo Speed upto 5.4 GHz) Performance Cores8 x 1.9 GHz (Turbo Speed upto 4.1 GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24 MB Cache,"6 GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16 GB DDR5 RAMAverage,1 TB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Acer Predator Helios Neo 16 PHN16-71 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,12,990",70,800 votes • 6 reviews,4.4,OS: Windows 11,Utility: Performance,Thickness: 2.6 mmUltra Slim,2.6 kgHeavy,1 Year Warranty,16 inchesLarge,1920 x 1200 pixelsAverage,~ 142 PPIAverage,"90 Wh, 4 Cell BatteryGood",Anti Glare,,13th Gen Intel Core i7 13700HX,8 x (Turbo Speed upto 5 GHz) Performance Cores8 x (Turbo Speed upto 3.7 GHz) Efficient Cores,"16 Cores (8P + 8E), 24 Threads",30 MB Cache,"6 GB, NVIDIA GeForce RTX 4050 GraphicsAverage",16 GB DDR5 RAMAverage,1 TB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.1","3 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
HP Victus 15-fa0998TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹68,990",68,90 votes ,4.7,OS: Windows 11,Utility: Gaming,Thickness: 22.5 mmThick,2.37 kgHeavy,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 137 PPILow,"70 Wh, 4 Cell BatteryGood",Anti Glare,16:9 Aspect Ratio,12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
HP Victus 15-fa0666TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹68,490",62,425 votes ,4.1,OS: Windows 11,Utility: Gaming,1 Year Warranty,,,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 137 PPILow,"52.5 Wh, 3 Cell BatteryGood",Anti Glare,16:9 Aspect Ratio,12th Gen Intel Core i5 12450H,4 x 2 GHz (Turbo Speed upto 4.4 GHz) Performance Cores4 x 1.5 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"Octa Core (4P + 4E), 12 Threads",12 MB Cache,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.3","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
HP Omen 16-n0123AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,04,990",73,223 votes ,4.6,OS: Windows 11,Utility: Gaming,2.37 kgHeavy,1 Year Warranty,,16.1 inchesLarge,2560 x 1440 pixelsGood,~ 182 PPIHigh,"83 Wh, 6 Cell BatteryGood",Anti Glare,,6th Gen AMD Ryzen 7  6800H,8 x 3.2 GHz (Turbo Speed upto 4.7 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,"8 GB, NVIDIA GeForce RTX 3070 Ti  GraphicsLargest",16 GB DDR5 RAMLargest,1 TB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.2","3 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Acer Nitro 5 AN515-47 Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹69,990",68,227 votes • 3 reviews,4.5,OS: Windows 11,"Utility: Everyday Use, Gaming, Performance",Thickness: 26.9 mmThick,2.5 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"57 Wh, 4 Cell BatteryGood",Anti Glare,,7th Gen AMD Ryzen 7 7735HS,8 x 3.2 GHz (Turbo Speed upto 4.75 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16 GB DDR5 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.2","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
MSI Sword 15 A12VF-401IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹94,990",74,143 votes ,4.5,OS: Windows 11,"Utility: Gaming, Performance",Thickness: 25 mmThick,2.25 kgHeavy,2 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"53.5 Wh, 3 Cell BatteryGood",Anti Glare,,12th Gen Intel Core i7 12650H,6 x 2.3 GHz (Turbo Speed upto 4.7 GHz) Performance Cores4 x 1.7 GHz (Turbo Speed upto 3.5 GHz) Efficient Cores,"10 Cores (6P + 4E), 16 Threads",24 MB Cache,"8 GB, NVIDIA GeForce RTX 4060 GraphicsLargest",16 GB DDR5 RAMLargest,1 TB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.2","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
HP Pavilion x360 14-ek1010TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),"₹74,490",65,167 votes • 18 reviews,4.1,OS: Windows 11,"Utility: Everyday Use, Business, Performance",Thickness: 17 mmSlim,1.41 kgLight,1 Year Warranty,14 inchesAverage,1920 x 1080 pixelsAverage,~ 157 PPIAverage,"43 Wh, 3 Cell BatteryGood",Touch Screen,,13th Gen Intel Core i5 1335U,2 x (Turbo Speed upto 4.6 GHz) Performance Cores8 x (Turbo Speed upto 3.4 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Integrated Iris Xe Graphics,16 GB DDR4 RAMAverage,1 TB SSD,HDMI,"WiFi, Bluetooth v5.3","2 x USB 3.0, 1 x USB Type-C",5 MP Camera
MSI Stealth 17 A13VH-055IN Gaming Laptop (13th Gen Core i9/ 64GB/ 2TB SSD/ Win11 Home/ 12GB Graph),"₹4,89,883",98,105 votes ,4.7,OS: Windows 11,"Utility: Gaming, Performance",Thickness: 20.1 mmThickest,2.8 kgHeaviest,2 Year Warranty,17.3 inchesLargest,3840 x 2160 pixelsBest,~ 255 PPIHighest,"99 Wh, 4 Cell BatteryGood",Anti Glare,,13th Gen Intel Core i9 13900H,6 x 2.6 GHz (Turbo Speed upto 5.4 GHz) Performance Cores8 x 1.9 GHz (Turbo Speed upto 4.1 GHz) Efficient Cores,"14 Cores (6P + 8E), 20 Threads",24 MB Cache,"12 GB, Nvidia GeForce RTX4080 GraphicsSmallest",64 GB DDR5 RAMLargest,2 TB SSD,"Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth v5.3","2 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Acer Extensa EX215-23 NX.EH3SI.003 Laptop (Ryzen 5 7520U/ 8 GB/512 GB SSD/Win11 Home),"₹31,990",50,"1,863 votes • 43 reviews",4.1,OS: Windows 11,"Utility: Everyday Use, Performance",Thickness: 18.9 mmSlim,1.78 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"40 Wh, 3 Cell BatteryGood",,,7th Gen AMD Ryzen 5 7520U,4 x 2.8 GHz (Turbo Speed upto 4.3 GHz) Cores,"Quad Core, 8 Threads",4 MB Cache,AMD Radeon AMD Graphics,8 GB LPDDR5 RAMAverage,512 GB SSD,HDMI,"WiFi, Bluetooth v5.1","2 x USB 3.0, 1 x USB Type-C",Inbuilt Microphone
Samsung Galaxy Book2 NP550XED-KA2IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹52,990",56,"2,556 votes • 15 reviews",4.3,OS: Windows 11,"Utility: Business, Performance",Thickness: 18.5 mmSlim,1.8 kgAverage,1 Year Warranty,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"43 Wh, 4 Cell BatteryGood",Anti Glare,,12th Gen Intel Core i5 1235U ,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Integrated UHD Graphics,16 GB LPDDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.1","1 x USB 2.0, 1 x USB 3.0, 2 x USB Type-C",Inbuilt Microphone
Dell Vostro 3520 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹46,490",54,516 votes • 2 reviews,3.9,OS: Windows 11,"Utility: Everyday Use, Business, Performance",1 Year Warranty,,,15.6 inchesLarge,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"41 Wh, 3 Cell BatteryGood",Anti Glare,,12th Gen Intel Core i5 1235U,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Thunderbolt, Multi Card Reader","WiFi, Bluetooth","1 x USB 2.0, 2 x USB 3.0","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Dell Latitude 3430 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),"₹1,08,000",59,99 votes ,4.4,OS: Windows 11,Utility: Everyday Use,1 Year Warranty,,,14 inchesAverage,1366 x 768 pixelsPoor,~ 112 PPILow,4 Cell Battery,16:9 Aspect Ratio,,12th Gen Intel Core i5 1235U,2 x 1.3 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 900 MHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"10 Cores (2P + 8E), 12 Threads",12 MB Cache,Intel Iris Xe Graphics Graphics,8 GB DDR4 RAMSmallest,512 GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.1","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
HP Chromebook 14a-na1004TU Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),"₹17,990",38,"1,084 votes • 19 reviews",3.8,OS: Chrome,Utility: Performance,Thickness: 17.9 mmAverage,1.46 kgAverage,1 Year Warranty,14 inchesAverage,1366 x 768 pixelsBad,~ 112 PPILow,2 Cell Battery,Touch Screen,Anti Glare,Intel Celeron  N4500,2 x 1.1 GHz (Turbo Speed upto 2.8 GHz) Cores,"Dual Core, 2 Threads",4 MB Cache,Intel Integrated UHD Graphics Graphics,4 GB LPDDR4 RAMAverage,64 GB HARD DiskAverage,Multi Card Reader,"WiFi, Bluetooth v5.0","1 x USB 3.0, 2 x USB Type-C",Inbuilt Microphone
Asus ROG Flow X13 GV301RC-LJ073WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹89,990",75,160 votes • 11 reviews,4.5,OS: Windows 11,"Utility: Performance, Gaming",Thickness: 16.9 mmSlim,1.3 kgLight,1 Year Warranty,13.4 inchesSmall,1920 x 1200 pixelsAverage,~ 169 PPIHigh,"62 Wh, 4 Cell BatteryGood",Touch Screen,Anti Glare,6th Gen AMD Ryzen 9 6900HS​,8 x 3.3 GHz (Turbo Speed upto 4.9 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,"4 GB, ‎NVIDIA GeForce RTX 3050 GraphicsAverage",16 GB LPDDR5 RAMAverage,1 TB SSD,HDMI,"WiFi, Bluetooth v5.2","3 x USB 3.0, 2 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Acer Aspire 5 A515-57G UN.K9TSI.002 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹52,990",68,"1,242 votes • 5 reviews",4.0,OS: Windows 11,Utility: Gaming,Thickness: 17.9 mmSlim,1.8 kgAverage,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,3 Cell Battery,Anti Glare,,12th Gen Intel Core i5 1240P,4 x 1.7 GHz (Turbo Speed upto 4.4 GHz) Performance Cores8 x 1.2 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",12 MB Cache,"4 GB, NVIDIA GeForce RTX 2050 GraphicsLargest",16 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Thunderbolt","WiFi, Bluetooth v5.2","2 x USB 3.0, 2 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Asus Vivobook 16X 2022 M1603QA-MB711WS Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11 Home),"₹54,990",64,271 votes • 26 reviews,4.4,OS: Windows 11,"Utility: Everyday Use, Business, Performance",Thickness: 19.9 mmAverage,1.8 kgAverage,1 Year Warranty,16 inchesLarge,1920 x 1200 pixelsGood,~ 283 PPIHigh,,Anti Glare,16:10 Aspect Ratio,5th Gen AMD Ryzen 7  5800H,8 x 3.2 GHz (Turbo Speed upto 4.4 GHz) Cores,"Octa Core, 16 Threads",16 MB Cache,AMD Radeon Vega 7 Graphics,16 GB DDR4 RAMAverage,512 GB SSD,HDMI,"WiFi, Bluetooth v5.1","1 x USB 2.0, 2 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Backlit Keyboard, Inbuilt Microphone"
Asus Vivobook 15 Touch X515EA-EZ311WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹31,990",54,662 votes • 13 reviews,4.3,OS: Windows 11,Utility: Performance,Thickness: 19.9 mmAverage,1.8 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"37 Wh, 2 Cell BatteryGood",Touch Screen,,11th Gen Intel Core i3 1115G4,2 x (Turbo Speed upto 4.1 GHz) Cores,"Dual Core, 4 Threads",6 MB Cache,Intel Integrated UHD Graphics Graphics,8 GB DDR4 RAMAverage,512 GB SSD,HDMI,"WiFi, Bluetooth v4.1","2 x USB 2.0, 1 x USB 3.0, 1 x USB Type-C","Fingerprint Sensor, Inbuilt Microphone"
HP Victus 16-e0352AX Gaming Laptop (Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹46,990",65,57 votes ,4.4,OS: Windows 11,"Utility: Business, Performance",Thickness: 24 mmThick,2.48 kgHeaviest,1 Year Warranty,16.1 inchesLargest,1920 x 1080 pixelsAverage,~ 137 PPILow,"70 Wh, 4 Cell BatteryGood",Anti Glare,,5th Gen AMD Ryzen 5 5600H ,6 x 3.3 GHz (Turbo Speed upto 4.2 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,"4 GB, NVIDIA GeForce GTX 1650 GraphicsLargest",8 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.2","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
HP Victus 16-e0352AX Gaming Laptop (Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹46,990",65,57 votes ,4.4,OS: Windows 11,"Utility: Business, Performance",Thickness: 24 mmThick,2.48 kgHeaviest,1 Year Warranty,16.1 inchesLargest,1920 x 1080 pixelsAverage,~ 137 PPILow,"70 Wh, 4 Cell BatteryGood",Anti Glare,,5th Gen AMD Ryzen 5 5600H ,6 x 3.3 GHz (Turbo Speed upto 4.2 GHz) Cores,"Hexa Core, 12 Threads",16 MB Cache,"4 GB, NVIDIA GeForce GTX 1650 GraphicsLargest",8 GB DDR4 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI, Multi Card Reader","WiFi, Bluetooth v5.2","3 x USB 3.0, 1 x USB Type-C","Backlit Keyboard, Inbuilt Microphone"
Dell G15-5520 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹69,890",68,922 votes • 26 reviews,4.2,OS: Windows 11,Utility: Gaming,Thickness: 26.9 mmThick,2.57 kgHeavy,1 Year Warranty,15.6 inchesAverage,1920 x 1080 pixelsAverage,~ 141 PPIAverage,"56 Wh, 3 Cell BatteryGood",Anti Glare,,12th Gen Intel Core i5 12500H,4 x 2.5 GHz (Turbo Speed upto 4.5 GHz) Performance Cores8 x 1.8 GHz (Turbo Speed upto 3.3 GHz) Efficient Cores,"12 Cores (4P + 8E), 16 Threads",18 MB Cache,"4 GB, NVIDIA GeForce RTX 3050 GraphicsAverage",16 GB DDR5 RAMAverage,512 GB SSD,"Ethernet (LAN), HDMI","WiFi, Bluetooth v5.1","1 x USB 2.0, 3 x USB 3.0","Backlit Keyboard, Inbuilt Microphone"
